keyword_1,keyword_2,count
Neural Networks,Multi-resolution Analysis,1
Neural Networks,Forecasting,1
Neural Networks,Prediction in the long run,1
re-ranking,recommender techniques,1
re-ranking,cluster-based PageRank model,1
analysis,Standards organizations,1
analysis,convolutional neural networks,1
analysis,Search,1
analysis,visualization,1
analysis,Risk factor interactions,1
analysis,usage analysis,1
analysis,3G,1
analysis,deployment,1
analysis,Prediction,1
analysis,data analysis,8
analysis,entity recognition,1
analysis,machine translation,1
analysis,user study,1
analysis,Neural networks,1
analysis,Google scholar,1
analysis,clustering,4
analysis,Attention mechanism,1
analysis,random matrix theory,1
analysis,"non-stationary time
series",1
analysis,k-means,2
analysis,satellite sensing,1
analysis,Deep Reinforcement Learning,1
analysis,Multivariate time series,1
analysis,Explainable AI,2
analysis,Farsi,1
analysis,image analysis,2
analysis,DBSCAN,2
analysis,video,6
analysis,translation,1
analysis,surveillance,1
analysis,multilingual technologies,1
analysis,Behavioral correctness verification,1
analysis,Image segmentation,1
analysis,video browsing,2
analysis,Environmental Communication,1
analysis,adaptive hypermedia,1
analysis,Edge Computing,1
analysis,privacy,1
analysis,discrete event systems,1
analysis,Internet of Things,1
analysis,expert reviews,1
analysis,Multistep ahead prediction,1
analysis,task synchronization pattern.,1
analysis,Team sport,1
analysis,game-based learning,1
analysis,Social media analysis,1
analysis,content analysis,4
analysis,learning,4
analysis,dependency labels,1
analysis,genetic regulatory networks,1
analysis,Time series,2
analysis,crime news,1
analysis,eigenanalysis,1
analysis,Big Data,3
analysis,interaction design,2
analysis,data,8
analysis,Petri nets,1
analysis,Sports,1
analysis,search,1
analysis,spatial data,2
analysis,citation analysis,1
analysis,social network analysis,1
analysis,mining,6
analysis,neural networks,1
analysis,equity returns,1
analysis,Univariate time series,1
analysis,IoT Network,1
analysis,statistical machine translation,1
analysis,Recurrent Neural Networks,1
analysis,Climate Change,1
analysis,Searching,1
analysis,Sentiment analysis,2
analysis,microarray data analysis,1
analysis,convolutional neural networks (CNN),1
analysis,dependency analysis,1
analysis,Survival analysis,1
analysis,Time series prediction,1
analysis,Medical image analysis,1
analysis,component,1
analysis,thematic analysis,1
analysis,management,1
analysis,recognition,1
analysis,Opinion mining,1
analysis,balance vector,1
analysis,Spatial data,1
analysis,POS tagging,1
analysis,eigenspectrum,1
analysis,correlation,1
analysis,CNN,1
analysis,Film studies,1
analysis,Task analysis,1
analysis,quest creation process,1
analysis,Colorimetric analysis,1
analysis,morphological analysis,2
analysis,opinion mining,2
analysis,DQN,1
analysis,Multi-resolution Analysis,1
analysis,wavelets,1
analysis,Forecasting,2
analysis,surveillance video,1
analysis,", statistical machine translation",1
analysis,time course data,1
analysis,Prediction in the long run,1
analysis,IoT,1
analysis,sensor networks,1
analysis,cross-organizational workflow,1
analysis,transcript features,1
analysis,visualisation,2
analysis,distributed mining,3
technology,Reviewing behavior,1
technology,quality of service,1
technology,Ethics,1
technology,sports,1
technology,Educational technology,1
technology,technology enhanced learning,1
technology,heart rate,1
technology,Video quality,1
technology,Information communication technology,1
technology,lifestyle,1
technology,Teaching information retrieval,1
technology,information retrieval,1
technology,translation,1
technology,mHealth,1
technology,agile,1
technology,Gaelic games,1
technology,GPS technology,1
technology,physical therapy specialty,1
technology,Behavioral analytics,1
technology,touchscreen,1
technology,"dementia, ethics, ambient assisted living, ambient intelligence, ambient technology, informed consent",1
technology,learning,3
technology,team sports,1
technology,Health,1
technology,· Educational data mining,1
technology,data,1
technology,lower extremity,1
technology,mining,1
technology,resource allocation,1
technology,exercise therapy,1
technology,dementia,1
technology,Educational data mining,1
technology,computer-aided translation,1
technology,location,1
technology,posture,1
technology,team,1
technology,elderly user,1
technology,assistive technology,1
technology,ethics,1
technology,usability,1
technology,Language technology integration,1
technology,biomedical technology,1
technology,feedback,1
technology,"translation,technology",1
technology,biomedical,1
technology,multimodal,1
Spatial data mining,"Distributed
Clustering",1
Spatial data mining,clustering,1
Spatial data mining,DBSCAN,1
Spatial data mining,MapReduce,1
Spatial data mining,Dynamic K-means,1
Spatial data mining,Parallel clustering,1
Spatial data mining,Big Data,1
Spatial data mining,data,1
Spatial data mining,mining,1
Spatial data mining,Spatial data,1
Process improvement,ISO/IEC 12207,1
Process improvement,ISO,1
Location-Based Social Networks,POI recommendation,1
Location-Based Social Networks,Social Networks,1
Location-Based Social Networks,Place-type tagging,1
Social Signal Processing,"Human Computer
Interaction",1
Social Signal Processing,Multimodal Interface,1
Social Signal Processing,Public Speaking,1
smart cities,smart environments,1
smart cities,object counting,1
smart cities,Internet of Things,1
smart cities,crowd behavior analytics,1
Standards organizations,Behavioral correctness verification,1
Standards organizations,privacy,1
Standards organizations,discrete event systems,1
Standards organizations,task synchronization pattern.,1
Standards organizations,Petri nets,1
Standards organizations,Task analysis,1
Standards organizations,cross-organizational workflow,1
Productivity,Software Productivity Factors,1
Productivity,Software Productivity Improvement,1
Productivity,Process Improvement,1
Productivity,Software Engineering,1
Productivity,Research Framework,1
Productivity,Game Theory,1
Productivity,Software Teams,1
Productivity,Social Capital of Software Development,1
Productivity,Software Development Productivity,1
Productivity,"Software Engineering Economics, Productivity, Social Aspects of Development",1
Productivity,search,1
Productivity,Structural Equation Modeling,1
Productivity,Productivity factors of software development,1
Productivity,Mechanism Design,1
sensor web,ERCIM,1
sensor web,sensor networks,1
privacy access levels,data anonymisation,1
privacy access levels,privacy,1
privacy access levels,data,1
privacy access levels,Lifelogging,1
P300,electroencephalograph,1
P300,ERP,1
P300,search,1
P300,image classification,1
P300,brain computer interfaces,1
P300,Brain computer interface,1
mean average precision,modelling,1
mean average precision,MAP,1
Data synchronisation,Calibration,1
Data synchronisation,Query,1
Data synchronisation,Wireless sensor network,1
Software Engineers,Behaviour,1
Software Engineers,Personality,1
convolutional neural networks,video,4
convolutional neural networks,neural networks,4
convolutional neural networks,convolutional neural networks (CNN),2
convolutional neural networks,component,1
convolutional neural networks,fractional-pixel motion compensation,1
convolutional neural networks,CNN,2
convolutional neural networks,multi-model architectures,1
convolutional neural networks,transcript features,2
Mobile Devices,Life-Long Collections,1
Mobile Devices,Lifelogging,1
collaborative study,learning,1
collaborative study,virtual learning environments,1
context and content information,sharing,1
context and content information,narrative,1
context and content information,storytelling,1
context and content information,Lifelogging,1
sharing,narrative,1
sharing,storytelling,1
sharing,Lifelogging,1
Post-Editing,Statistical Machine Translation,1
Post-Editing,Machine Translation,1
Post-Editing,Controlled Language,1
Video Tagging,Speech Retrieval,1
Cyptocurrency,Community structure,1
Cyptocurrency,Correlation,1
Cyptocurrency,Correlation matrix,1
Search,Multimedia Event Detection,1
Search,Multimedia Indexing,1
Search,Memory,1
Search,Work15 load,1
Search,Microbolog,1
Search,Speech Retrieval,1
Search,Context,2
Search,Patent Search,1
Search,Multimedia,3
Search,Field Search,1
Search,Contextual Recommendation,1
Search,Search engines,1
Search,Query Expansion,1
Search,Simulation,1
Search,Refinding,1
Search,Personalization,1
Search,Speech Search,1
Search,Crowdsourcing,1
Search,Data Fusion,1
Search,Cross Language News Search,1
Search,search,1
Search,Evaluation Framework,1
Search,Hindi Information Retrieval,1
Search,Personalisation,1
Search,"Pseudo
Relevance Feedback",1
Search,Query Reduction,1
Search,Weak geometric correlation consistency,1
Search,Query,5
Search,ElasticSearch,2
Search,Query Summarization,1
Search,Query Translation,1
Search,Searching,1
Search,Type-based Facets,2
Search,Modelling,2
Search,Dataset Collection,1
Search,Indexing,2
Search,CloudSimPlus,1
Search,correlation,1
Search,Cloud,2
Search,Instance Search,1
Search,Workload,1
Search,Lifelogging,4
Search,WordNet,1
Search,Microblog Search,1
Search,search engine,1
Search,Semantic Indexing,1
Search,Search Engine,4
visualization,"Human
computer interaction",1
visualization,video,1
visualization,video browsing,1
visualization,content analysis,1
visualization,interaction design,1
visualization,lifelog,1
Reminiscence,Memory,1
Reminiscence,Image Sharing,1
Reminiscence,Digital Diary,1
Reminiscence,Lifelogging,1
Reminiscence,Memory Reminiscence,1
minority languages,GA,1
minority languages,GD,1
minority languages,Irish,1
AI ensembles,Data Governance,1
AI ensembles,Analytics,1
Specialised communication,Software development process,1
Specialised communication,Terminology,1
Specialised communication,Software development,1
Specialised communication,Software engineering,1
Learner Experience,Technology,1
Learner Experience,Learner,1
Multimedia Event Detection,Multimedia,1
Multimedia Event Detection,Indexing,1
Multimedia Event Detection,Semantic Indexing,1
Spelling correction,Informal abbreviations,1
Spelling correction,User-generated content,1
Spelling correction,Non-standard spellings,1
